name,type,expr,t_ref,reason,our_count
P6142,pdn,!a*!b*!c*!d+b*c*d+a*c*d+a*b*d,9,suboptimal,10
P6142,pun,!a*!b*!c*!d+b*c*d+a*c*d+a*b*d,9,suboptimal,10
P6272,pdn,a*c*d+!c*!d+!b*!d+!b*!c+!a*b,9,suboptimal,10
P6273,pdn,b*!c*!d+!b*c*!d+!b*!c*d+b*c*d+a*!b+!a*b,8,suboptimal,11
P6273,pun,b*!c*!d+!b*c*!d+!b*!c*d+b*c*d+a*!b+!a*b,8,suboptimal,10
P6274,pdn,b*!c*!d+!b*!c*d+b*c*d+a*!b*c+!a*!d+!a*!c,10,suboptimal,15
P6274,pun,b*!c*!d+!b*!c*d+b*c*d+a*!b*c+!a*!d+!a*!c,10,suboptimal,11
P6275,pdn,b*!c*!d+!b*c*!d+!b*!c*d+a*c*d+!a*b,9,suboptimal,11
P6275,pun,b*!c*!d+!b*c*!d+!b*!c*d+a*c*d+!a*b,9,suboptimal,15
P6278,pdn,a*b*!c*!d+!a*!b*!d+!b*!c*d+!a*!c*d+b*c*d+a*!b*c+!a*b*c,11,suboptimal,20
P6279,pdn,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*!c*d+a*c*d+!a*b*c,11,suboptimal,17
P6279,pun,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*!c*d+a*c*d+!a*b*c,11,suboptimal,16
P6280,pdn,a*c*d+!b*!d+!b*!c+!a*b,8,suboptimal,9
P6281,pun,!b*c*!d+!b*!c*d+b*c*d+a*!b+!a*b,9,suboptimal,10
P6282,pdn,!b*!c*d+b*c*d+a*!b*c+!a*!d+!a*!c,9,suboptimal,12
P6282,pun,!b*!c*d+b*c*d+a*!b*c+!a*!d+!a*!c,9,suboptimal,10
P6283,pun,!b*c*!d+!b*!c*d+a*c*d+!a*b,9,suboptimal,10
P6286,pdn,!a*!b*!d+!b*!c*d+!a*!c*d+b*c*d+a*!b*c+!a*b*c,11,suboptimal,12
P6286,pun,!a*!b*!d+!b*!c*d+!a*!c*d+b*c*d+a*!b*c+!a*b*c,11,suboptimal,13
P6287,pdn,!b*c*!d+!b*!c*d+!a*!c*d+a*c*d+!a*b*c,9,suboptimal,10
P6287,pun,!b*c*!d+!b*!c*d+!a*!c*d+a*c*d+!a*b*c,9,suboptimal,16
P6288,pdn,b*c*d+!c*!d+!b*!c+a*!b+!a*b,8,suboptimal,9
P6289,pdn,b*!c*!d+!b*!c*d+b*c*d+a*!b+!a*b,9,suboptimal,12
P6289,pun,b*!c*!d+!b*!c*d+b*c*d+a*!b+!a*b,9,suboptimal,10
P6290,pdn,b*!c*!d+!b*!c*d+b*c*d+a*!b*c+!a*!c+!a*b,10,suboptimal,18
P6290,pun,b*!c*!d+!b*!c*d+b*c*d+a*!b*c+!a*!c+!a*b,10,suboptimal,19
P6291,pdn,b*!c*!d+!b*!c*d+b*c*d+a*!b*c+!a*b,9,suboptimal,15
P6291,pun,b*!c*!d+!b*!c*d+b*c*d+a*!b*c+!a*b,9,suboptimal,14
P6294,pdn,a*b*!c*!d+!b*!c*d+!a*!c*d+b*c*d+!a*!b*!c+a*!b*c+!a*b*c,11,failed,
P6294,pun,a*b*!c*!d+!b*!c*d+!a*!c*d+b*c*d+!a*!b*!c+a*!b*c+!a*b*c,11,failed,
P6295,pdn,a*b*!c*!d+!b*!c*d+!a*!c*d+b*c*d+a*!b*c+!a*b*c,10,failed,
P6295,pun,a*b*!c*!d+!b*!c*d+!a*!c*d+b*c*d+a*!b*c+!a*b*c,10,suboptimal,16
P6296,pun,b*c*d+!b*!c+a*!b+!a*b,7,suboptimal,8
P6297,pun,!b*!c*d+b*c*d+a*!b+!a*b,7,suboptimal,8
P6298,pdn,!b*!c*d+b*c*d+a*!b*c+!a*!c+!a*b,9,suboptimal,15
P6298,pun,!b*!c*d+b*c*d+a*!b*c+!a*!c+!a*b,9,suboptimal,12
P6299,pdn,!b*!c*d+b*c*d+a*!b*c+!a*b,8,suboptimal,12
P6299,pun,!b*!c*d+b*c*d+a*!b*c+!a*b,8,suboptimal,9
P6302,pdn,!b*!c*d+!a*!c*d+b*c*d+!a*!b*!c+a*!b*c+!a*b*c,10,suboptimal,17
P6302,pun,!b*!c*d+!a*!c*d+b*c*d+!a*!b*!c+a*!b*c+!a*b*c,10,suboptimal,18
P6303,pdn,!b*!c*d+!a*!c*d+b*c*d+a*!b*c+!a*b*c,8,suboptimal,9
P6303,pun,!b*!c*d+!a*!c*d+b*c*d+a*!b*c+!a*b*c,8,suboptimal,13
P6304,pdn,a*c*d+!c*!d+!a*!d+!b*!c+!a*b,8,suboptimal,12
P6304,pun,a*c*d+!c*!d+!a*!d+!b*!c+!a*b,8,suboptimal,9
P6305,pdn,a*!c*!d+!a*c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,9,suboptimal,14
P6305,pun,a*!c*!d+!a*c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,9,suboptimal,10
P6306,pdn,b*!c*!d+b*c*d+a*!b*d+!a*!d+!a*!c,9,suboptimal,15
P6306,pun,b*!c*!d+b*c*d+a*!b*d+!a*!d+!a*!c,9,suboptimal,10
P6307,pdn,b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*!b*d,9,suboptimal,15
P6307,pun,b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*!b*d,9,suboptimal,12
P6308,pdn,a*!c*!d+!a*c*!d+a*c*d+!a*b*d+!b*!c,9,suboptimal,13
P6308,pun,a*!c*!d+!a*c*!d+a*c*d+!a*b*d+!b*!c,9,suboptimal,12
P6309,pdn,a*!c*!d+!a*c*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,16
P6310,pdn,a*b*!c*!d+!a*!b*!d+!a*!c*d+b*c*d+a*!b*d+!a*b*c,11,failed,
P6310,pun,a*b*!c*!d+!a*!b*!d+!a*!c*d+b*c*d+a*!b*d+!a*b*c,11,suboptimal,12
P6311,pdn,a*b*!c*!d+!a*c*!d+!b*!c*d+a*c*d+!a*b*d,10,suboptimal,13
P6311,pun,a*b*!c*!d+!a*c*!d+!b*!c*d+a*c*d+!a*b*d,10,suboptimal,15
P6312,pun,a*c*d+!a*!d+!b*!c+!a*b,8,suboptimal,9
P6313,pdn,!a*c*!d+!b*!c*d+a*c*d+a*!b*!c+!a*b,9,suboptimal,16
P6313,pun,!a*c*!d+!b*!c*d+a*c*d+a*!b*!c+!a*b,9,suboptimal,11
P6314,pdn,b*c*d+a*!b*d+!a*!d+!a*!c,8,suboptimal,12
P6315,pdn,!a*c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,8,suboptimal,14
P6315,pun,!a*c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,8,suboptimal,9
P6316,pdn,!a*c*!d+a*c*d+!a*b*d+!b*!c,9,suboptimal,10
P6316,pun,!a*c*!d+a*c*d+!a*b*d+!b*!c,9,suboptimal,13
P6318,pdn,!a*!b*!d+!a*!c*d+b*c*d+a*!b*d+!a*b*c,9,suboptimal,14
P6318,pun,!a*!b*!d+!a*!c*d+b*c*d+a*!b*d+!a*b*c,9,failed,
P6319,pdn,!a*c*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,11
P6319,pun,!a*c*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,16
P6320,pun,a*c*d+!c*!d+!b*!c+!a*b,8,suboptimal,11
P6321,pdn,a*!c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,9,suboptimal,12
P6321,pun,a*!c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,9,suboptimal,11
P6322,pdn,b*!c*!d+b*c*d+a*!b*d+!a*!c+!a*b,9,suboptimal,14
P6322,pun,b*!c*!d+b*c*d+a*!b*d+!a*!c+!a*b,9,suboptimal,12
P6323,pdn,b*!c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,8,suboptimal,11
P6323,pun,b*!c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b,8,suboptimal,10
P6324,pdn,a*!c*!d+!a*!c*d+a*c*d+!a*b*c+!b*!c,9,suboptimal,11
P6324,pun,a*!c*!d+!a*!c*d+a*c*d+!a*b*c+!b*!c,9,suboptimal,11
P6325,pdn,a*!c*!d+!b*!c*d+!a*!c*d+a*c*d+!a*b*c,10,suboptimal,14
P6326,pdn,a*b*!c*!d+!a*!c*d+b*c*d+a*!b*d+!a*!b*!c+!a*b*c,10,failed,
P6326,pun,a*b*!c*!d+!a*!c*d+b*c*d+a*!b*d+!a*!b*!c+!a*b*c,10,suboptimal,14
P6327,pdn,a*b*!c*!d+!b*!c*d+!a*!c*d+a*c*d+!a*b*c,9,failed,
P6327,pun,a*b*!c*!d+!b*!c*d+!a*!c*d+a*c*d+!a*b*c,9,suboptimal,11
P6329,pdn,!b*!c*d+a*c*d+a*!b*!c+!a*b,8,suboptimal,11
P6329,pun,!b*!c*d+a*c*d+a*!b*!c+!a*b,8,suboptimal,12
P6330,pdn,b*c*d+a*!b*d+!a*!c+!a*b,7,suboptimal,8
P6330,pun,b*c*d+a*!b*d+!a*!c+!a*b,7,suboptimal,8
P6331,pdn,!b*!c*d+b*c*d+a*!b*d+!a*b,7,suboptimal,8
P6332,pdn,!a*!c*d+a*c*d+!a*b*c+!b*!c,8,suboptimal,14
P6332,pun,!a*!c*d+a*c*d+!a*b*c+!b*!c,8,suboptimal,13
P6333,pun,!a*!c*d+a*c*d+a*!b*!c+!a*b*c,9,suboptimal,11
P6334,pdn,!a*!c*d+b*c*d+a*!b*d+!a*!b*!c+!a*b*c,8,suboptimal,14
P6334,pun,!a*!c*d+b*c*d+a*!b*d+!a*!b*!c+!a*b*c,8,suboptimal,11
P6335,pun,!b*!c*d+!a*!c*d+a*c*d+!a*b*c,8,suboptimal,9
P6368,pdn,!a*!b*!d+a*c*d+!a*b*d+!c*!d+!b*!c,9,suboptimal,11
P6368,pun,!a*!b*!d+a*c*d+!a*b*d+!c*!d+!b*!c,9,suboptimal,11
P6369,pdn,!a*!b*c*!d+a*!c*!d+!b*!c*d+b*c*d+a*c*d+!a*b*!c,11,failed,
P6369,pun,!a*!b*c*!d+a*!c*!d+!b*!c*d+b*c*d+a*c*d+!a*b*!c,11,suboptimal,17
P6370,pdn,b*!c*!d+!a*!b*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,14
P6370,pun,b*!c*!d+!a*!b*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,13
P6371,pdn,!a*!b*c*!d+b*!c*!d+!a*!c*d+b*c*d+a*!b*d,10,failed,
P6371,pun,!a*!b*c*!d+b*!c*!d+!a*!c*d+b*c*d+a*!b*d,10,suboptimal,13
P6374,pdn,a*b*!c*!d+!a*!b*!d+!b*!c*d+a*c*d+!a*b*d,10,suboptimal,16
P6374,pun,a*b*!c*!d+!a*!b*!d+!b*!c*d+a*c*d+!a*b*d,10,suboptimal,11
P6375,pdn,a*b*!c*!d+!a*!b*c*!d+!b*!c*d+a*c*d+!a*b*d,11,suboptimal,12
P6375,pun,a*b*!c*!d+!a*!b*c*!d+!b*!c*d+a*c*d+!a*b*d,11,suboptimal,12
P6376,pdn,!a*!b*!d+b*c*d+a*c*d+!b*!c+!a*!c,9,suboptimal,11
P6376,pun,!a*!b*!d+b*c*d+a*c*d+!b*!c+!a*!c,9,suboptimal,11
P6377,pdn,!a*!b*c*!d+!b*!c*d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,10,suboptimal,16
P6377,pun,!a*!b*c*!d+!b*!c*d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,10,failed,
P6378,pdn,!a*!b*!d+!b*!c*d+b*c*d+a*c*d+!a*!c,8,suboptimal,10
P6378,pun,!a*!b*!d+!b*!c*d+b*c*d+a*c*d+!a*!c,8,suboptimal,10
P6379,pdn,!a*!b*c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b*!c,9,suboptimal,15
P6379,pun,!a*!b*c*!d+!b*!c*d+b*c*d+a*!b*d+!a*b*!c,9,suboptimal,10
P6382,pdn,!a*!b*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,20
P6382,pun,!a*!b*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,12
P6383,pdn,!a*!b*c*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,10
P6383,pun,!a*!b*c*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,16
P6384,pdn,a*c*d+!a*b*d+!c*!d+!b*!c,8,suboptimal,12
P6384,pun,a*c*d+!a*b*d+!c*!d+!b*!c,8,suboptimal,12
P6385,pdn,a*!c*!d+!b*!c*d+b*c*d+a*c*d+!a*b*!c,9,suboptimal,10
P6385,pun,a*!c*!d+!b*!c*d+b*c*d+a*c*d+!a*b*!c,9,failed,
P6386,pdn,b*!c*!d+!b*!c*d+b*c*d+a*c*d+!a*!c,8,suboptimal,12
P6386,pun,b*!c*!d+!b*!c*d+b*c*d+a*c*d+!a*!c,8,suboptimal,10
P6387,pun,b*!c*!d+!a*!c*d+b*c*d+a*!b*d,9,suboptimal,14
P6390,pdn,a*b*!c*!d+!b*!c*d+a*c*d+!a*b*d+!a*!b*!c,9,suboptimal,18
P6390,pun,a*b*!c*!d+!b*!c*d+a*c*d+!a*b*d+!a*!b*!c,9,suboptimal,11
P6391,pdn,a*b*!c*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,10
P6391,pun,a*b*!c*!d+!b*!c*d+a*c*d+!a*b*d,9,suboptimal,20
P6392,pdn,b*c*d+a*c*d+!b*!c+!a*!c,7,suboptimal,8
P6392,pun,b*c*d+a*c*d+!b*!c+!a*!c,7,suboptimal,9
P6393,pdn,!b*!c*d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,8,suboptimal,9
P6393,pun,!b*!c*d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,8,suboptimal,13
P6394,pun,!b*!c*d+b*c*d+a*c*d+!a*!c,7,suboptimal,13
P6395,pdn,!b*!c*d+b*c*d+a*!b*d+!a*b*!c,8,suboptimal,9
P6395,pun,!b*!c*d+b*c*d+a*!b*d+!a*b*!c,8,suboptimal,10
P6398,pdn,!b*!c*d+a*c*d+!a*b*d+!a*!b*!c,8,suboptimal,10
P6398,pun,!b*!c*d+a*c*d+!a*b*d+!a*!b*!c,8,suboptimal,11
P6399,pun,!b*!c*d+a*c*d+!a*b*d,7,suboptimal,8
P6544,pdn,b*c*d+!c*!d+a*!b+!a*b,8,suboptimal,9
P6544,pun,b*c*d+!c*!d+a*!b+!a*b,8,suboptimal,10
P6545,pun,b*!c*!d+b*c*d+a*!b+!a*b,8,suboptimal,9
P6546,pdn,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,10,suboptimal,18
P6546,pun,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,10,suboptimal,19
P6547,pdn,b*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,9,suboptimal,14
P6547,pun,b*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,9,suboptimal,10
P6550,pdn,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,12,failed,
P6550,pun,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,12,failed,
P6551,pdn,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,10,suboptimal,17
P6551,pun,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,10,suboptimal,17
P6553,pdn,b*c*d+a*!b+!a*b,6,suboptimal,7
P6553,pun,b*c*d+a*!b+!a*b,6,suboptimal,9
P6554,pdn,!a*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,10,suboptimal,16
P6554,pun,!a*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,10,suboptimal,14
P6555,pdn,b*c*d+a*!b*d+a*!b*c+!a*b,7,suboptimal,8
P6555,pun,b*c*d+a*!b*d+a*!b*c+!a*b,7,suboptimal,11
P6558,pdn,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,11,failed,
P6558,pun,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,11,failed,
P6559,pdn,b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,8,suboptimal,12
P6559,pun,b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,8,suboptimal,9
P6560,pdn,b*c*d+a*!b*d+!c*!d+!a*!d+!a*b,8,suboptimal,14
P6561,pdn,b*!c*!d+!a*c*!d+a*c*d+a*!b*!c+!a*b,9,suboptimal,14
P6561,pun,b*!c*!d+!a*c*!d+a*c*d+a*!b*!c+!a*b,9,suboptimal,10
P6562,pdn,b*!c*!d+b*c*d+a*!b*d+!a*!d+!a*b,9,suboptimal,10
P6562,pun,b*!c*!d+b*c*d+a*!b*d+!a*!d+!a*b,9,suboptimal,11
P6563,pdn,b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b,9,suboptimal,10
P6564,pdn,!b*!c*!d+a*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,13
P6565,pdn,a*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,11
P6566,pdn,a*b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,10,failed,
P6566,pun,a*b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,10,suboptimal,12
P6567,pdn,a*b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,11
P6567,pun,a*b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,12
P6568,pdn,a*c*d+a*!b*!c+!a*!d+!a*b,8,suboptimal,11
P6568,pun,a*c*d+a*!b*!c+!a*!d+!a*b,8,suboptimal,16
P6569,pdn,!a*c*!d+a*c*d+a*!b*!c+!a*b,8,suboptimal,11
P6569,pun,!a*c*!d+a*c*d+a*!b*!c+!a*b,8,suboptimal,13
P6570,pdn,b*c*d+a*!b*d+!a*!d+!a*b,7,suboptimal,8
P6570,pun,b*c*d+a*!b*d+!a*!d+!a*b,7,suboptimal,9
P6571,pdn,!a*c*!d+b*c*d+a*!b*d+!a*b,7,suboptimal,10
P6571,pun,!a*c*!d+b*c*d+a*!b*d+!a*b,7,suboptimal,8
P6572,pdn,!b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,16
P6572,pun,!b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,18
P6573,pdn,!a*c*!d+a*c*d+!a*b*d+a*!b*!c,9,suboptimal,11
P6574,pdn,!a*!b*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,8,suboptimal,13
P6574,pun,!a*!b*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,8,suboptimal,11
P6575,pdn,!a*c*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,10
P6575,pun,!a*c*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,12
P6576,pdn,b*c*d+a*!b*d+!c*!d+!a*b,8,suboptimal,11
P6576,pun,b*c*d+a*!b*d+!c*!d+!a*b,8,suboptimal,9
P6577,pun,b*!c*!d+a*c*d+a*!b*!c+!a*b,8,suboptimal,9
P6578,pdn,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+!a*b,9,suboptimal,11
P6578,pun,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+!a*b,9,suboptimal,13
P6580,pdn,!b*!c*!d+a*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,10,suboptimal,15
P6580,pun,!b*!c*!d+a*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,10,suboptimal,20
P6581,pdn,a*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,9,suboptimal,13
P6582,pdn,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,11,suboptimal,20
P6582,pun,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,11,failed,
P6583,pdn,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,10,suboptimal,19
P6583,pun,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,10,suboptimal,11
P6584,pdn,!b*!c*!d+b*c*d+a*!b*d+!a*b,8,suboptimal,12
P6584,pun,!b*!c*!d+b*c*d+a*!b*d+!a*b,8,suboptimal,9
P6585,pdn,a*c*d+a*!b*!c+!a*b,7,suboptimal,8
P6585,pun,a*c*d+a*!b*!c+!a*b,7,suboptimal,8
P6586,pdn,!a*!c*!d+b*c*d+a*!b*d+!a*b,8,suboptimal,11
P6587,pun,b*c*d+a*!b*d+!a*b,6,suboptimal,7
P6588,pdn,!b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,9,suboptimal,15
P6588,pun,!b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,9,suboptimal,11
P6589,pdn,a*c*d+!a*b*d+a*!b*!c+!a*b*c,8,suboptimal,15
P6589,pun,a*c*d+!a*b*d+a*!b*!c+!a*b*c,8,suboptimal,12
P6590,pdn,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,9,suboptimal,15
P6590,pun,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,9,suboptimal,16
P6591,pdn,b*c*d+a*!b*d+!a*b*d+!a*b*c,7,suboptimal,12
P6591,pun,b*c*d+a*!b*d+!a*b*d+!a*b*c,7,suboptimal,9
P6624,pun,!a*!b*!d+a*c*d+a*!b*d+!a*b*d+!c*!d,9,suboptimal,10
P6625,pdn,!a*!b*c*!d+a*!c*!d+b*c*d+a*!b*d+!a*b*!c,10,suboptimal,13
P6625,pun,!a*!b*c*!d+a*!c*!d+b*c*d+a*!b*d+!a*b*!c,10,suboptimal,15
P6626,pdn,b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,11
P6626,pun,b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,10
P6627,pdn,!a*!b*c*!d+b*!c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,11
P6627,pun,!a*!b*c*!d+b*!c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,11
P6630,pdn,a*b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,11
P6630,pun,a*b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,11
P6631,pdn,a*b*!c*!d+!a*!b*c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,12
P6631,pun,a*b*!c*!d+!a*!b*c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,11
P6632,pdn,!b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*!c,9,suboptimal,15
P6632,pun,!b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*!c,9,suboptimal,10
P6633,pdn,!a*!b*c*!d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,10,suboptimal,18
P6633,pun,!a*!b*c*!d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,10,suboptimal,20
P6634,pdn,!a*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,12
P6634,pun,!a*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,11
P6635,pdn,!a*!b*c*!d+b*c*d+a*!b*d+!a*b*!c,9,suboptimal,12
P6638,pdn,!a*!b*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,9
P6638,pun,!a*!b*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,9
P6639,pdn,!a*!b*c*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,10
P6639,pun,!a*!b*c*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,14
P6640,pdn,a*c*d+a*!b*d+!a*b*d+!c*!d,8,suboptimal,10
P6641,pdn,a*!c*!d+b*c*d+a*!b*d+!a*b*!c,8,suboptimal,11
P6641,pun,a*!c*!d+b*c*d+a*!b*d+!a*b*!c,8,suboptimal,13
P6642,pdn,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,11
P6642,pun,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,16
P6643,pun,b*!c*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,9
P6646,pdn,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d,10,suboptimal,13
P6647,pun,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,19
P6648,pdn,!b*!c*!d+b*c*d+a*!b*d+!a*b*!c,8,suboptimal,12
P6648,pun,!b*!c*!d+b*c*d+a*!b*d+!a*b*!c,8,suboptimal,11
P6649,pdn,b*c*d+a*c*d+a*!b*!c+!a*b*!c,7,suboptimal,9
P6649,pun,b*c*d+a*c*d+a*!b*!c+!a*b*!c,7,suboptimal,9
P6650,pdn,!a*!c*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,9
P6650,pun,!a*!c*!d+b*c*d+a*!b*d+!a*b*d,8,suboptimal,10
P6651,pdn,b*c*d+a*!b*d+!a*b*!c,7,suboptimal,9
P6651,pun,b*c*d+a*!b*d+!a*b*!c,7,suboptimal,8
P6654,pdn,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,10
P6654,pun,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d,9,suboptimal,12
P6655,pdn,b*c*d+a*!b*d+!a*b*d,6,suboptimal,10
P6816,pdn,a*c*d+!c*!d+!a*!d+!a*!c+!a*b,8,suboptimal,9
P6817,pdn,a*!c*!d+!a*c*!d+!a*!c*d+a*c*d+!a*b,9,suboptimal,10
P6818,pdn,b*!c*!d+a*c*d+!a*!d+!a*!c+!a*b,8,suboptimal,14
P6818,pun,b*!c*!d+a*c*d+!a*!d+!a*!c+!a*b,8,suboptimal,9
P6819,pdn,b*!c*!d+!a*c*!d+!a*!c*d+a*c*d+!a*b,8,suboptimal,10
P6819,pun,b*!c*!d+!a*c*!d+!a*!c*d+a*c*d+!a*b,8,suboptimal,9
P6820,pdn,a*!c*!d+!a*!b*!d+!a*!c*d+a*c*d+!a*b*c,9,suboptimal,14
P6821,pdn,a*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,9,suboptimal,10
P6822,pdn,a*b*!c*!d+!a*!b*!d+!a*!c*d+a*c*d+!a*b*c,10,suboptimal,13
P6822,pun,a*b*!c*!d+!a*!b*!d+!a*!c*d+a*c*d+!a*b*c,10,suboptimal,11
P6823,pdn,a*b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,10,suboptimal,11
P6823,pun,a*b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,10,suboptimal,11
P6824,pdn,!b*!c*!d+a*c*d+!a*!d+!a*!c+!a*b,9,suboptimal,12
P6825,pun,a*!b*!c*!d+!a*c*!d+!a*!c*d+a*c*d+!a*b,10,suboptimal,11
P6826,pun,a*c*d+!a*!d+!a*!c+!a*b,7,suboptimal,10
P6827,pun,!a*c*!d+!a*!c*d+a*c*d+!a*b,8,suboptimal,9
P6829,pdn,a*!b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,10,suboptimal,11
